gt,time_elapsed,current_time,current_task,futek,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg_timer_stamp,motor_position
0,3.345336199,20250904110613694,None,230.83090209960938,-4,-1,0,2,-1,-1,1,0,1756998373694176673,-76.0
0,3.36062026,20250904110613709,None,232.020751953125,-1,-1,-1,1,-3,-1,-1,0,1756998373709430217,-76.0
0,3.360732078,20250904110613709,None,232.020751953125,0,-1,1,3,1,0,-4,-2,1756998373709577560,-76.0
0,3.367572069,20250904110613716,None,230.35494995117188,-1,-1,-2,3,-2,-4,-10,-2,1756998373716412782,-76.0
0,3.367670297,20250904110613716,None,230.35494995117188,2,0,-1,0,-1,6,11,3,1756998373716529846,-76.0
0,3.375262737,20250904110613724,None,232.020751953125,0,-9,-3,0,0,2,3,-2,1756998373723893165,-77.0
0,3.37540245,20250904110613724,None,232.020751953125,-3,4,-3,-3,1,0,0,-1,1756998373724120140,-77.0
0,3.390324116,20250904110613739,None,231.5447998046875,0,-7,0,-2,0,-1,-3,-3,1756998373738982677,-77.0
0,3.390503645,20250904110613739,None,231.5447998046875,0,1,-2,-1,1,-3,-2,-3,1756998373739152193,-77.0
0,3.397720337,20250904110613746,None,231.5447998046875,-1,0,1,-2,-1,1,-2,-1,1756998373746507406,-76.0
0,3.397868156,20250904110613746,None,231.5447998046875,4,5,1,1,-1,0,3,3,1756998373746663093,-76.0
0,3.405344724,20250904110613754,None,230.59292602539062,-2,-2,1,0,-2,0,0,0,1756998373754002332,-76.0
0,3.405478716,20250904110613754,None,230.59292602539062,0,0,-2,-1,-3,1,-1,-1,1756998373754146575,-76.0
0,3.420277119,20250904110613769,None,231.3068389892578,-3,-7,1,-3,-2,0,-1,-5,1756998373768974304,-76.0
0,3.420365095,20250904110613769,None,231.3068389892578,0,-3,-3,2,0,2,-1,-1,1756998373769173622,-76.0
0,3.427708149,20250904110613776,None,230.83090209960938,-1,0,-3,-2,-1,0,-4,-3,1756998373776481628,-76.0
0,3.4277992250000002,20250904110613776,None,230.83090209960938,-2,-1,-1,1,-1,0,-1,0,1756998373776641368,-76.0
0,3.435153961,20250904110613784,None,231.78277587890625,-1,6,-1,1,-2,-5,-7,-5,1756998373783940315,-77.0
0,3.435268402,20250904110613784,None,231.78277587890625,-2,-12,-4,1,1,1,3,-1,1756998373784078359,-77.0
0,3.450463056,20250904110613799,None,230.35494995117188,0,1,1,-2,-2,-1,5,-1,1756998373799215316,-76.0
0,3.450551987,20250904110613799,None,230.35494995117188,2,-5,-2,-4,1,0,-2,1,1756998373799441814,-76.0
0,3.457912445,20250904110613806,None,232.020751953125,-1,-3,0,-1,-3,-2,-5,-1,1756998373806681632,-77.0
0,3.458006143,20250904110613807,None,232.020751953125,0,1,0,-1,0,-1,-2,-2,1756998373806873083,-77.0
0,3.465779781,20250904110613814,None,230.59292602539062,1,2,1,0,1,0,1,-1,1756998373814291477,-76.0
0,3.465974808,20250904110613815,None,230.59292602539062,3,-3,-2,2,1,-1,-3,0,1756998373814465999,-76.0
0,3.48051095,20250904110613829,None,231.78277587890625,-1,7,1,-4,-4,0,-2,-2,1756998373829099893,-77.0
0,3.480800628,20250904110613829,None,231.78277587890625,-4,-12,0,0,0,0,1,-1,1756998373829279184,-76.0
0,3.487939119,20250904110613836,None,230.83090209960938,-1,-9,-2,0,1,1,-2,-2,1756998373836527585,-76.0
0,3.488250017,20250904110613837,None,230.83090209960938,-1,6,-2,-3,-3,-1,-1,-3,1756998373836718320,-76.0
0,3.495303392,20250904110613844,None,231.5447998046875,-1,-6,-2,0,-1,-2,-1,2,1756998373843926429,-77.0
0,3.495531082,20250904110613844,None,231.5447998046875,-4,0,-2,-1,-2,-1,0,1,1756998373844060182,-77.0
0,3.510407924,20250904110613859,None,231.06886291503906,-2,4,0,-1,-2,-3,-2,0,1756998373859027147,-76.0
0,3.5106303690000003,20250904110613859,None,231.06886291503906,-1,3,-2,-1,-3,-4,-9,-4,1756998373859166860,-76.0
0,3.533521652,20250904110613882,None,230.35494995117188,-1,-1,1,-2,-4,3,10,4,1756998373882069110,-76.0
0,3.533972263,20250904110613883,None,230.35494995117188,-3,-1,-1,0,-1,-1,-1,2,1756998373882267475,-77.0
0,3.534440517,20250904110613883,None,230.35494995117188,-1,-5,-1,3,1,-4,-2,-3,1756998373882984399,-77.0
0,3.534650326,20250904110613883,None,230.35494995117188,-2,1,-2,-3,-1,0,-4,-1,1756998373883169889,-77.0
0,3.540262699,20250904110613889,None,231.78277587890625,1,11,-1,-1,-1,2,-2,-2,1756998373888948202,-77.0
0,3.540435791,20250904110613889,None,231.78277587890625,-3,-3,0,-2,-2,-1,0,-1,1756998373889063596,-77.0
0,3.547766685,20250904110613896,None,230.35494995117188,-2,-13,-3,1,-3,-1,0,1,1756998373896407365,-76.0
0,3.547985792,20250904110613897,None,230.35494995117188,-2,0,0,-2,2,-2,1,-4,1756998373896534204,-76.0
0,3.5554518699999997,20250904110613904,None,230.35494995117188,-1,7,0,-1,0,-1,-3,0,1756998373904038190,-77.0
0,3.555700302,20250904110613904,None,231.78277587890625,0,-17,2,-1,0,-1,-2,2,1756998373904191732,-77.0
0,3.57030034,20250904110613919,None,230.59292602539062,1,0,1,2,0,-3,-3,2,1756998373918904781,-76.0
0,3.57049942,20250904110613919,None,230.59292602539062,0,4,-3,-1,-1,1,-3,0,1756998373919047355,-76.0
0,3.5860085489999998,20250904110613935,None,231.06886291503906,-1,-2,1,2,0,-1,-5,-7,1756998373934610366,-76.0
0,3.5862567419999998,20250904110613935,None,231.06886291503906,-2,1,-2,0,-1,0,2,-1,1756998373934759616,-76.0
0,3.586652279,20250904110613935,None,231.06886291503906,0,3,0,1,-2,-4,-7,-3,1756998373935362339,-76.0
0,3.586863279,20250904110613935,None,231.06886291503906,-1,-5,-1,-1,1,3,9,0,1756998373935505628,-76.0
0,3.600409269,20250904110613949,None,231.06886291503906,3,4,-1,-1,1,-1,1,1,1756998373948930740,-77.0
0,3.600636482,20250904110613949,None,231.06886291503906,3,-1,-2,-1,0,-5,-6,-2,1756998373949070692,-77.0
0,3.607724905,20250904110613956,None,231.5447998046875,0,0,-2,-2,0,-3,-2,-2,1756998373956390619,-76.0
0,3.607909441,20250904110613956,None,231.5447998046875,-1,-7,-1,1,0,-1,-1,2,1756998373956501007,-76.0
0,3.615396261,20250904110613964,None,230.35494995117188,-3,-3,-6,-3,-4,-3,1,-1,1756998373963896989,-76.0
0,3.61574316,20250904110613964,None,230.35494995117188,1,-3,0,0,1,-2,-4,0,1756998373964010715,-76.0
0,3.630397558,20250904110613979,None,230.35494995117188,-2,-2,1,1,-1,0,0,2,1756998373978905439,-76.0
0,3.6305742260000002,20250904110613979,None,230.35494995117188,-2,4,-1,1,-2,0,-2,4,1756998373979041099,-76.0
0,3.6377625460000003,20250904110613986,None,231.78277587890625,-1,4,1,2,-1,0,-1,1,1756998373986380815,-77.0
0,3.637970209,20250904110613987,None,231.78277587890625,-2,-6,-1,-1,-3,-1,-3,-4,1756998373986508131,-77.0
0,3.64535141,20250904110613994,None,231.78277587890625,-3,7,-1,-2,-1,-1,-1,0,1756998373993983745,-76.0
0,3.64554882,20250904110613994,None,231.78277587890625,-5,-14,-2,-2,0,-3,-8,-2,1756998373994107246,-76.0
0,3.660259962,20250904110614009,None,231.3068389892578,1,-1,1,-1,0,7,11,4,1756998374008887767,-77.0
0,3.660458565,20250904110614009,None,231.3068389892578,0,4,1,0,0,2,1,-1,1756998374009011268,-77.0
0,3.667695522,20250904110614016,None,230.83090209960938,-1,2,-2,-1,-2,-1,2,-2,1756998374016383171,-76.0
0,3.667872906,20250904110614016,None,230.83090209960938,-2,16,0,-2,-2,-3,-2,0,1756998374016505002,-76.0
0,3.675525665,20250904110614024,None,231.06886291503906,-4,-10,-1,-3,-1,-2,-1,-3,1756998374023981094,-77.0
0,3.675734043,20250904110614024,None,231.06886291503906,-2,-10,0,-1,-3,-2,-4,-1,1756998374024140357,-77.0
0,3.69012618,20250904110614039,None,231.5447998046875,2,3,-2,0,-3,-2,-5,-4,1756998374038821458,-76.0
0,3.690277338,20250904110614039,None,231.5447998046875,1,2,1,-1,-4,-2,-1,0,1756998374038950204,-76.0
0,3.697975397,20250904110614047,None,230.59292602539062,-3,-2,-4,-4,0,-1,-2,-1,1756998374046538352,-76.0
0,3.698181152,20250904110614047,None,230.59292602539062,-4,2,-1,1,-1,2,0,0,1756998374046736478,-76.0
0,3.705421686,20250904110614054,None,231.5447998046875,0,2,3,1,0,-1,-1,-3,1756998374054012060,-77.0
0,3.705642462,20250904110614054,None,231.5447998046875,1,1,-5,1,-1,-1,0,1,1756998374054142236,-77.0
0,3.720336675,20250904110614069,None,230.1169891357422,2,-7,-2,-2,-1,-6,-2,-3,1756998374068906307,-77.0
0,3.7205634119999997,20250904110614069,None,230.1169891357422,-3,0,-1,-4,-5,-3,-6,-5,1756998374069027185,-77.0
0,3.72794199,20250904110614077,None,231.78277587890625,0,3,-3,1,0,3,0,2,1756998374076362133,-77.0
0,3.728143453,20250904110614077,None,231.78277587890625,0,2,-1,1,2,3,2,-1,1756998374076463699,-77.0
0,3.74290061,20250904110614091,None,231.5447998046875,-5,-13,-1,-1,-3,-1,1,-1,1756998374091393947,-77.0
0,3.743133783,20250904110614092,None,231.5447998046875,-1,-5,-3,-2,-3,-3,-2,-1,1756998374091521024,-77.0
0,3.750461578,20250904110614099,None,230.59292602539062,0,3,0,-2,-1,0,-2,-1,1756998374098863840,-76.0
0,3.750666857,20250904110614099,None,230.59292602539062,-2,2,1,0,-1,1,-2,-3,1756998374098991155,-76.0
0,3.757998228,20250904110614107,None,230.59292602539062,1,0,-4,0,-1,-1,1,-1,1756998374106353998,-77.0
0,3.758245468,20250904110614107,None,230.59292602539062,1,0,-3,-3,-1,-5,-2,-2,1756998374106475114,-77.0
0,3.7730350489999998,20250904110614122,None,231.06886291503906,-2,-2,-1,3,-1,1,0,-2,1756998374121448516,-76.0
0,3.773257971,20250904110614122,None,231.06886291503906,-3,-5,-3,-4,-2,-3,-2,0,1756998374121582269,-76.0
0,3.780613184,20250904110614129,None,230.59292602539062,-4,-3,2,-1,-4,1,-1,0,1756998374128926515,-76.0
0,3.78083229,20250904110614129,None,230.59292602539062,1,4,0,-1,-2,3,2,0,1756998374129091024,-76.0
0,3.78765583,20250904110614136,None,231.5447998046875,4,10,2,-1,0,-4,-2,-1,1756998374136402130,-77.0
0,3.787794351,20250904110614136,None,231.5447998046875,-3,-5,-2,2,0,-3,-5,0,1756998374136537551,-77.0
0,3.802690029,20250904110614151,None,230.35494995117188,-2,-9,-3,-4,1,3,13,-2,1756998374151419162,-76.0
0,3.802906036,20250904110614151,None,230.35494995117188,0,6,0,-1,-3,-2,-2,-2,1756998374151572704,-76.0
0,3.810127258,20250904110614159,None,232.020751953125,-3,-8,-1,-1,-2,-2,-2,-1,1756998374158876419,-77.0
0,3.810304165,20250904110614159,None,232.020751953125,-3,-8,1,-1,-4,-3,0,-1,1756998374158992528,-77.0
0,3.817694902,20250904110614166,None,230.35494995117188,2,6,3,0,0,2,2,0,1756998374166471958,-76.0
0,3.817816734,20250904110614166,None,230.35494995117188,0,-3,0,-3,-3,-1,-5,1,1756998374166620969,-76.0
0,3.832874775,20250904110614181,None,230.59292602539062,-2,2,1,-1,0,0,-1,-1,1756998374181493997,-76.0
0,3.8331146240000002,20250904110614182,None,230.59292602539062,-2,-5,-3,-1,-3,-2,-2,-2,1756998374181655406,-76.0
0,3.840088367,20250904110614189,None,230.59292602539062,4,7,1,-1,0,-1,-1,2,1756998374188891172,-76.0
0,3.840262413,20250904110614189,None,230.59292602539062,0,-1,-1,1,-1,0,-3,-2,1756998374189010381,-76.0
0,3.848009586,20250904110614197,None,231.3068389892578,-2,-6,-2,-4,-1,-2,-1,1,1756998374196409702,-77.0
0,3.8482847209999997,20250904110614197,None,231.3068389892578,-1,-1,1,2,-1,-2,-1,-2,1756998374196537494,-77.0
0,3.8631105420000003,20250904110614212,None,230.83090209960938,-1,-2,-4,-1,0,-2,-1,0,1756998374211551666,-76.0
0,3.863420725,20250904110614212,None,230.83090209960938,2,-1,-1,1,-2,0,0,0,1756998374211693763,-76.0
0,3.870455503,20250904110614219,None,231.5447998046875,1,-1,-1,-2,-2,-5,-5,-1,1756998374218885898,-77.0
0,3.870680809,20250904110614219,None,231.5447998046875,1,0,-1,0,2,3,11,4,1756998374219009876,-77.0
0,3.877497673,20250904110614226,None,230.59292602539062,1,-7,1,-3,-2,-1,-3,-3,1756998374226354837,-76.0
0,3.877612114,20250904110614226,None,230.59292602539062,-5,-8,-1,1,-3,0,-1,-3,1756998374226461648,-76.0
0,3.892568111,20250904110614241,None,231.78277587890625,0,-1,-1,-1,-2,-1,-3,-1,1756998374241401672,-77.0
0,3.8926486970000003,20250904110614241,None,231.78277587890625,0,1,-3,-2,-1,-1,-1,0,1756998374241525173,-77.0
0,3.900072098,20250904110614249,None,230.35494995117188,1,6,0,0,0,-1,1,0,1756998374248907804,-76.0
0,3.900187969,20250904110614249,None,230.35494995117188,0,-9,-2,-4,0,3,0,-1,1756998374249047517,-76.0
0,3.907619715,20250904110614256,None,231.5447998046875,-5,-3,1,0,-2,1,-1,-3,1756998374256399393,-77.0
0,3.907788515,20250904110614256,None,231.5447998046875,-1,1,-3,-2,-1,-1,0,3,1756998374256562948,-77.0
0,3.92255497,20250904110614271,None,230.83090209960938,-4,1,1,-4,-2,0,-3,-1,1756998374271366119,-76.0
0,3.922649145,20250904110614271,None,230.83090209960938,1,-2,0,-1,0,-2,-2,3,1756998374271511077,-76.0
0,3.930046081,20250904110614279,None,231.3068389892578,-2,-4,1,-4,0,-4,0,-2,1756998374278876066,-77.0
0,3.930125236,20250904110614279,None,231.3068389892578,-1,0,2,0,-3,-4,-7,-4,1756998374278992414,-77.0
0,3.937856436,20250904110614286,None,231.06886291503906,0,0,-2,-2,0,3,6,2,1756998374286566257,-76.0
0,3.937988996,20250904110614287,None,231.06886291503906,-4,-3,0,0,-3,0,3,1,1756998374286735534,-76.0
0,3.952674627,20250904110614301,None,231.06886291503906,-2,-2,1,1,-3,1,-6,0,1756998374301466941,-77.0
0,3.952786445,20250904110614301,None,231.06886291503906,-2,-2,1,-1,2,-1,-2,0,1756998374301637411,-77.0
0,3.9600191110000003,20250904110614309,None,228.92713928222656,-5,-7,2,1,-4,0,-1,3,1756998374308880805,-77.0
0,3.960090875,20250904110614309,None,228.92713928222656,1,-2,-3,-1,1,-2,-1,-2,1756998374308995485,-77.0
0,3.9675970080000003,20250904110614316,None,229.16510009765625,0,1,-2,0,0,-1,0,-2,1756998374316449642,-76.0
0,3.967681885,20250904110614316,None,229.16510009765625,-7,-11,-3,-1,-1,0,-3,0,1756998374316579103,-76.0
0,3.982590437,20250904110614331,None,229.87901306152344,2,0,1,0,-2,-1,-1,3,1756998374331426858,-76.0
0,3.98267436,20250904110614331,None,229.87901306152344,0,6,-3,-3,-3,2,-4,-3,1756998374331562519,-76.0
0,3.990029573,20250904110614339,None,229.87901306152344,-1,2,-1,-1,-2,3,-1,-3,1756998374338891983,-77.0
0,3.990272522,20250904110614339,None,231.5447998046875,0,-7,-1,-1,-1,-3,2,0,1756998374339033842,-77.0
0,3.997609377,20250904110614346,None,231.5447998046875,2,-1,0,-2,-5,-1,-4,-2,1756998374346411705,-76.0
0,3.997720957,20250904110614346,None,231.5447998046875,2,6,1,-4,-1,1,-2,-2,1756998374346557378,-76.0
0,4.01290679,20250904110614361,None,231.3068389892578,-3,-11,-1,-2,-1,-3,-5,-1,1756998374361466169,-77.0
0,4.01303792,20250904110614362,None,231.3068389892578,-2,0,-3,-2,0,-2,-3,1,1756998374361600160,-77.0
0,4.020156622,20250904110614369,None,231.06886291503906,0,1,-2,-5,-5,0,5,1,1756998374368904352,-76.0
0,4.020254135,20250904110614369,None,231.06886291503906,5,1,1,0,0,0,-1,2,1756998374369028091,-76.0
0,4.027556181,20250904110614376,None,231.06886291503906,-3,-2,-2,-5,0,0,-2,-2,1756998374376400470,-76.0
0,4.02764678,20250904110614376,None,231.06886291503906,0,-4,0,-2,-2,-4,-2,0,1756998374376514911,-76.0
0,4.042556047,20250904110614391,None,231.3068389892578,-1,0,2,2,-1,-2,-3,-4,1756998374391377449,-76.0
0,4.042656183,20250904110614391,None,231.3068389892578,-1,2,-1,2,-5,0,-2,-1,1756998374391499519,-76.0
0,4.050020218,20250904110614399,None,230.35494995117188,2,-2,-1,0,1,-2,2,1,1756998374398857355,-76.0
0,4.050100803,20250904110614399,None,230.35494995117188,-1,1,1,0,-1,-2,-3,-2,1756998374398999452,-76.0
0,4.057612896,20250904110614406,None,232.020751953125,-1,-3,-1,-1,3,1,-1,0,1756998374406433343,-77.0
0,4.057703733,20250904110614406,None,232.020751953125,1,-5,-2,-2,-1,1,-1,2,1756998374406575918,-77.0
0,4.07267499,20250904110614421,None,231.78277587890625,1,-3,-1,-2,-3,0,-4,-4,1756998374421461820,-77.0
0,4.072777271,20250904110614421,None,231.78277587890625,2,4,1,-1,0,-2,-9,-3,1756998374421625375,-77.0
0,4.080032587,20250904110614429,None,230.35494995117188,5,11,-1,0,1,5,9,5,1756998374428866147,-76.0
0,4.080125093,20250904110614429,None,230.35494995117188,-3,-10,1,-2,0,-3,-2,-4,1756998374428988695,-76.0
0,4.087579489,20250904110614436,None,230.35494995117188,-3,-6,0,-3,-1,-3,-2,-2,1756998374436432838,-76.0
0,4.087654114,20250904110614436,None,230.35494995117188,-2,1,-3,1,0,-4,-4,0,1756998374436564207,-76.0
0,4.102599382,20250904110614451,None,230.83090209960938,-2,9,-2,1,2,-4,-3,-5,1756998374451417684,-76.0
0,4.102706671,20250904110614451,None,230.83090209960938,-3,-8,-1,2,0,1,1,0,1756998374451558351,-76.0
0,4.109986543,20250904110614459,None,231.06886291503906,-2,-3,-3,0,-1,-3,-3,-1,1756998374458838462,-77.0
0,4.110065698,20250904110614459,None,231.06886291503906,2,-1,-3,2,0,-1,-1,-1,1756998374458951473,-77.0
0,4.1176741119999996,20250904110614466,None,231.3068389892578,3,9,0,0,0,-3,2,1,1756998374466479539,-76.0
0,4.1177845,20250904110614466,None,231.3068389892578,0,-2,0,-4,-2,1,-1,-3,1756998374466652154,-76.0
0,4.132623195,20250904110614481,None,230.59292602539062,0,-8,-3,0,-3,1,0,-1,1756998374481459140,-76.0
0,4.13273406,20250904110614481,None,230.59292602539062,0,-3,0,2,-3,-4,-4,-1,1756998374481596469,-76.0
0,4.140093565,20250904110614489,None,231.78277587890625,1,1,0,1,0,-1,-2,-1,1756998374488906860,-77.0
0,4.140189647,20250904110614489,None,231.78277587890625,1,3,-1,-2,0,-4,-5,1,1756998374489032268,-77.0
0,4.147673368,20250904110614496,None,230.35494995117188,-6,-10,-2,-3,-1,2,1,-3,1756998374496401548,-76.0
0,4.147862911,20250904110614496,None,230.35494995117188,0,-5,1,-2,0,0,4,0,1756998374496522426,-76.0
0,4.163098574,20250904110614512,None,231.78277587890625,-1,-5,0,-1,0,-3,1,0,1756998374511418342,-76.0
0,4.163379192,20250904110614512,None,231.78277587890625,1,6,-1,-2,-1,-2,-2,-3,1756998374511568307,-76.0
0,4.170418978,20250904110614519,None,230.35494995117188,-3,-2,0,-1,-6,-3,-3,-3,1756998374518902540,-76.0
0,4.170618295,20250904110614519,None,230.35494995117188,-1,-2,0,1,1,0,-2,-1,1756998374519068479,-76.0
0,4.177755117,20250904110614526,None,231.5447998046875,1,-4,-2,-4,0,-1,0,0,1756998374526372194,-77.0
0,4.177929163,20250904110614526,None,231.5447998046875,2,-1,-2,-1,-1,2,1,-1,1756998374526498556,-77.0
0,4.201077938,20250904110614550,None,231.3068389892578,-2,-2,-3,-4,-3,-1,0,0,1756998374549589872,-76.0
0,4.201361418,20250904110614550,None,231.3068389892578,-1,6,0,0,3,3,0,0,1756998374549743652,-76.0
0,4.201673508,20250904110614550,None,231.3068389892578,-2,-3,-2,-1,0,2,0,-3,1756998374550323247,-76.0
0,4.201827764,20250904110614550,None,231.3068389892578,1,-4,1,-1,-1,1,2,0,1756998374550432682,-76.0
0,4.207757473,20250904110614556,None,231.3068389892578,-2,4,0,1,0,0,-3,-2,1756998374556367397,-76.0
0,4.207896948,20250904110614556,None,231.3068389892578,0,-7,-4,-3,-1,-1,-2,1,1756998374556475877,-76.0
0,4.223081827,20250904110614572,None,231.5447998046875,1,-4,1,1,0,-4,-10,-4,1756998374571464538,-77.0
0,4.223453998,20250904110614572,None,231.5447998046875,-1,1,-4,-3,1,3,6,-3,1756998374571596145,-77.0
0,4.23046422,20250904110614579,None,230.35494995117188,-1,5,1,-3,-2,-1,2,1,1756998374578852653,-76.0
0,4.230684995,20250904110614579,None,230.35494995117188,1,-8,0,0,-1,2,-2,-1,1756998374578960180,-76.0
0,4.238093614,20250904110614587,None,231.78277587890625,1,-4,-1,-4,-3,-1,-5,-1,1756998374586492776,-77.0
0,4.23831892,20250904110614587,None,231.78277587890625,1,1,0,-4,-3,-5,-3,-2,1756998374586618900,-77.0
0,4.252878666,20250904110614601,None,230.59292602539062,0,2,2,1,1,0,-2,-1,1756998374601410865,-76.0
0,4.253093719,20250904110614602,None,230.59292602539062,-4,1,-2,-1,-2,-4,0,-2,1756998374601548910,-76.0
0,4.2605021,20250904110614609,None,231.5447998046875,-3,-9,-2,0,-1,-1,-1,1,1756998374608885526,-77.0
0,4.26072669,20250904110614609,None,231.5447998046875,1,4,-2,1,0,-4,-2,2,1756998374609009504,-77.0
0,4.267685413,20250904110614616,None,230.83090209960938,1,1,-1,2,-1,0,-1,-1,1756998374616398334,-76.0
0,4.267874718,20250904110614616,None,230.83090209960938,-1,0,-3,-3,-1,1,0,-2,1756998374616557836,-76.0
0,4.283582926,20250904110614632,None,231.06886291503906,-1,-1,-1,0,-1,-1,-2,-1,1756998374631790876,-76.0
0,4.283836365,20250904110614632,None,231.06886291503906,-1,0,-1,-1,-1,-3,3,-1,1756998374632070302,-76.0
0,4.290506363,20250904110614639,None,231.3068389892578,0,-3,-3,0,-2,1,-2,0,1756998374638939857,-76.0
0,4.290743828,20250904110614639,None,231.3068389892578,-2,10,-6,-5,-5,-5,-10,-4,1756998374639091730,-76.0
0,4.297648668,20250904110614646,None,230.59292602539062,-2,-3,-1,2,2,1,4,3,1756998374646449327,-76.0
0,4.297771931,20250904110614646,None,230.59292602539062,0,-2,-4,-2,-1,3,4,0,1756998374646622896,-76.0
0,4.312748909,20250904110614661,None,230.35494995117188,-2,-1,1,2,0,-3,-3,-3,1756998374661461591,-76.0
0,4.31292057,20250904110614661,None,230.35494995117188,-1,-4,-2,-3,-2,-1,1,2,1756998374661622762,-76.0
0,4.320129394,20250904110614669,None,230.35494995117188,0,1,1,0,1,-3,-7,0,1756998374668871402,-76.0
0,4.320319414,20250904110614669,None,230.35494995117188,6,9,-1,-2,-1,-3,-3,0,1756998374669005632,-76.0
0,4.327528,20250904110614676,None,232.020751953125,-2,-7,0,-1,-1,-1,1,-2,1756998374676367044,-77.0
0,4.327618122,20250904110614676,None,232.020751953125,0,-3,0,-2,-1,0,1,1,1756998374676494836,-77.0
0,4.342660427,20250904110614691,None,231.5447998046875,-1,-6,1,-3,1,-2,-1,0,1756998374691458225,-77.0
0,4.342830419,20250904110614691,None,231.5447998046875,-4,-6,-2,1,-3,-1,-3,-3,1756998374691591262,-77.0
0,4.350076914,20250904110614699,None,230.83090209960938,2,7,2,-3,-2,0,2,0,1756998374698896884,-76.0
0,4.350169658,20250904110614699,None,230.83090209960938,1,-7,1,2,1,-1,0,1,1756998374699031114,-76.0
0,4.357750416,20250904110614706,None,230.83090209960938,-4,-8,0,1,-1,0,-5,-2,1756998374706452369,-77.0
0,4.358008385,20250904110614707,None,230.83090209960938,1,6,-4,-2,-5,-2,2,-1,1756998374706597089,-77.0
0,4.372919321,20250904110614721,None,230.83090209960938,1,2,1,-2,2,-7,-4,-2,1756998374721622705,-76.0
0,4.373096943,20250904110614722,None,230.83090209960938,0,0,-2,0,0,1,12,0,1756998374721792221,-76.0
0,4.380163431,20250904110614729,None,230.59292602539062,-2,0,0,-4,-2,2,1,-1,1756998374728948116,-76.0
0,4.380333423,20250904110614729,None,230.59292602539062,1,-5,0,2,0,0,-1,-2,1756998374729100942,-76.0
0,4.395371437,20250904110614744,None,230.1169891357422,0,-1,-3,-1,-3,-1,-4,0,1756998374744089603,-76.0
0,4.395568132,20250904110614744,None,230.1169891357422,-2,0,1,-1,-2,2,2,-1,1756998374744260549,-76.0
0,4.402502775,20250904110614751,None,230.1169891357422,-4,-3,-2,-1,-2,0,1,-1,1756998374751366615,-76.0
0,4.402649641,20250904110614751,None,230.1169891357422,0,2,1,-3,-2,-6,0,-1,1756998374751472949,-77.0
0,4.410122394,20250904110614759,None,231.78277587890625,-1,2,-2,1,-1,-1,-3,0,1756998374758894443,-76.0
0,4.410276651,20250904110614759,None,231.78277587890625,-5,-3,-4,-2,-4,1,-2,-1,1756998374759055614,-76.0
0,4.417452812,20250904110614766,None,230.1169891357422,0,-2,0,1,-2,1,2,1,1756998374766322612,-76.0
0,4.4175422189999995,20250904110614766,None,230.1169891357422,-1,7,-1,2,-1,-2,1,-2,1756998374766432762,-76.0
0,4.432496786,20250904110614781,None,230.59292602539062,-2,-3,-2,0,-1,-2,-4,0,1756998374781418323,-76.0
0,4.432548046,20250904110614781,None,230.59292602539062,-4,-10,0,0,0,-2,-3,-1,1756998374781507492,-76.0
0,4.439903498,20250904110614788,None,231.3068389892578,-1,3,-1,1,-3,1,-1,-2,1756998374788824081,-77.0
0,4.439976215,20250904110614789,None,231.3068389892578,-1,1,1,1,0,1,0,-1,1756998374788922786,-77.0
0,4.463469267,20250904110614812,None,230.83090209960938,0,2,0,-3,-2,-4,-8,-1,1756998374812108278,-76.0
0,4.463752031,20250904110614812,None,230.83090209960938,-5,-11,-2,-4,-2,6,12,0,1756998374812276840,-76.0
0,4.463974476,20250904110614813,None,230.83090209960938,1,1,-1,1,-1,-2,2,-3,1756998374812847137,-76.0
0,4.464071512,20250904110614813,None,230.83090209960938,-1,3,-1,-1,-2,2,-1,0,1756998374812960863,-76.0
0,4.470187425,20250904110614819,None,231.3068389892578,0,-5,-1,-3,0,-1,-1,0,1756998374818974018,-77.0
0,4.470300436,20250904110614819,None,231.3068389892578,-2,2,0,-1,-1,-2,1,0,1756998374819152593,-77.0
0,4.477606773,20250904110614826,None,230.59292602539062,-1,-2,-2,-1,0,0,-2,0,1756998374826430559,-76.0
0,4.477806091,20250904110614826,None,230.59292602539062,-1,-8,-2,-4,-1,0,2,2,1756998374826546907,-76.0
0,4.492851257,20250904110614841,None,231.78277587890625,-1,5,-3,-1,0,-1,0,-1,1756998374841457605,-77.0
0,4.493038177,20250904110614842,None,231.78277587890625,-1,2,-1,0,0,0,-3,2,1756998374841623067,-77.0
0,4.500019073,20250904110614849,None,230.1169891357422,-2,-4,1,1,-1,3,0,1,1756998374848810434,-76.0
0,4.500113964,20250904110614849,None,230.1169891357422,3,-2,0,-1,-1,-1,-3,-1,1756998374848968267,-76.0
0,4.515183449,20250904110614864,None,230.59292602539062,0,9,0,-5,-2,-4,-3,-2,1756998374863925933,-76.0
0,4.515335798,20250904110614864,None,230.59292602539062,1,-7,0,2,2,-1,-9,-1,1756998374864078521,-76.0
0,4.522657633,20250904110614871,None,230.59292602539062,-2,-2,0,2,-3,1,6,-2,1756998374871461629,-77.0
0,4.522845983,20250904110614871,None,231.78277587890625,-1,-6,-4,0,0,-7,1,-1,1756998374871601104,-77.0
0,4.530169487,20250904110614879,None,231.78277587890625,-2,4,0,1,4,1,0,1,1756998374878974914,-77.0
0,4.530299902,20250904110614879,None,231.78277587890625,0,2,2,0,-1,-1,-4,-1,1756998374879121780,-77.0
